epoch,train_loss,val_loss,train_acc,val_acc
0,0.4287123906566017,0.21692138236409333,0.8496465130491548,0.9473859658869938
1,0.1668429676373674,0.18162329614424388,0.944539355806492,0.9631090616145341
2,0.1153058688621698,0.12901175527382552,0.9610261538675223,0.9596088671592866
3,0.0905111682593246,0.11073484508356712,0.9700126394155312,0.9764431357297627
4,0.07563206174868947,0.0484796832633621,0.9751239634984791,0.9867214845269182
5,0.06408075567694216,0.06270129414052665,0.9789435670930733,0.9793877437635424
6,0.05801914009078183,0.09907391226494729,0.9809019820270289,0.9661092282904605
7,0.05085373717097455,0.05085024343744194,0.9831937441837855,0.9835546419245513
8,0.04748114412638068,0.048628012027295005,0.9842910121255053,0.9861103394633035
9,0.04293724566997496,0.05621019294925962,0.9861105323832937,0.982610145008056
10,0.040112336406281264,0.03007564134142725,0.9865966637498785,0.9916662036779821
11,0.03592570268046256,0.04375730289501397,0.9881661735905662,0.9864436913161843
12,0.03401836489676957,0.056269912903858514,0.9887078628276178,0.9808878271015057
13,0.03218701556815327,0.025730417079415646,0.9895273414170035,0.9916106450358353
14,0.02986600465157674,0.026182648992100134,0.9898745781074212,0.9923884660258904
15,0.02942676099482007,0.04560963024578989,0.99063849882634,0.9892771820656703
16,0.028469170079500457,0.05207512798278744,0.9903884884092393,0.986499249958331
17,0.026531210096312544,0.059100474454730656,0.9914718668833423,0.9855547530418357
18,0.025967157160200878,0.07262509445565656,0.9916940983652097,0.979498861047836
19,0.023906166696332515,0.05624017645708188,0.9921246718613276,0.9889993888549364
