epoch,train_loss,val_loss,train_acc,val_acc
0,0.544316319970294,0.27683287649292543,0.8047557537119603,0.9241068948274904
1,0.1937340586193428,0.16175650308332482,0.9353584177118491,0.9568309350519474
2,0.12775710699342133,0.13700325533256594,0.9581232551356307,0.9720540030001666
3,0.09936096629760421,0.1265285515756586,0.9677208772587746,0.9618867714873048
4,0.07815651158010857,0.05569793739242273,0.9744017111824104,0.9831657314295239
5,0.06655637311008344,0.05626732483075063,0.9779574148922872,0.9826657036502028
6,0.05789985037105318,0.08294830347715396,0.9807353084156284,0.9773320740041114
7,0.0521264629249108,0.050831470775089795,0.9832770809894857,0.9848324906939274
8,0.04390383609029828,0.05959618260180561,0.9853049432615248,0.9813322962386799
9,0.039954096752350905,0.05535799609738354,0.986860563634596,0.9856103116839825
10,0.037120151998170266,0.11866950157438537,0.9881106157200995,0.9842769042724596
11,0.03272124864085654,0.06805728480199472,0.9891939941942025,0.9896660925606978
12,0.03035035830380196,0.11428987754066397,0.9902495937330722,0.985721428968276
13,0.027895598940228777,0.10225431129069285,0.9909301776462909,0.9866659258847714
14,0.025514171928054018,0.09186681857841107,0.9913885300776422,0.9813322962386799
15,0.022037467304938524,0.15896820468427725,0.9926941400336126,0.9806100338907717
16,0.020858348337412038,0.07853570411623668,0.9932080503354307,0.9822212345130285
17,0.0197755465638452,0.16038226358144314,0.9935830659610817,0.982110117228735
18,0.01925583698670616,0.14227077884000844,0.993666402766782,0.9842769042724596
19,0.018350396490989896,0.15467455858151866,0.9939164131838827,0.9831657314295239
