epoch,train_loss,val_loss,train_acc,val_acc
0,0.7760799985976552,0.4744135034982827,0.7118213258885787,0.8309906105894772
1,0.4046098860366118,0.35780102189226054,0.8563829048432574,0.8782154564142453
2,0.2970719880581853,0.4837545024878149,0.8955650929899857,0.8722706817045391
3,0.2369883686680078,0.235196844299531,0.9162742892064947,0.9328296016445358
4,0.19310804735390938,0.2096767079450055,0.9324277400447241,0.9302739041057837
5,0.16043171312679821,0.2592852990441927,0.9429559564981874,0.9158842157897661
6,0.13305886623296012,0.2118947475358118,0.9532758309374002,0.9342185676982054
7,0.1159583529996725,0.20062773426939443,0.9591371862716502,0.9378298794377465
8,0.09904045035128442,0.28404663465614244,0.9643318471602984,0.9254403022390133
9,0.08573289183833957,0.16546518417927852,0.9693181660346959,0.9531085060281127
10,0.07341698876981968,0.15591590426086763,0.9740266955567594,0.951997333185177
11,0.06514112846352507,0.18694486642612812,0.9771934941733683,0.9542196788710484
12,0.06013283985920561,0.1807867796895303,0.9794713668625081,0.9512750708372687
13,0.055433687650053944,0.17828799110073854,0.9806658610775449,0.9538863270181677
14,0.051097140407489354,0.2150227677427319,0.9823742655943998,0.9474415245291405
15,0.047820272848729334,0.2591655732349555,0.9831104073780852,0.946774820823379
16,0.04691032522405882,0.5617624331173566,0.9835548703418198,0.9354408578254347
17,0.042598596883775104,0.22336948059503375,0.9858327430309597,0.9501083393521862
18,0.04204215076317187,0.2744318475013578,0.9857771851604928,0.9495527529307184
19,0.03934296525463899,0.36924551751202717,0.9863327638651611,0.9420523362409022
