epoch,train_loss,val_loss,train_acc,val_acc
0,0.4303802892570565,0.1499890670365315,0.8476186507771157,0.9498861047835991
1,0.1708594129496309,0.10748351611117518,0.9429837354334208,0.9632757375409745
2,0.1156271145225731,0.09972255943732009,0.9614011694931733,0.9642757930996166
3,0.09036003405791546,0.05489470666193383,0.9699154131422143,0.9814434135229735
4,0.07449407407957497,0.05976907087998572,0.9753461949803465,0.982332351797322
5,0.06530384508419557,0.03691675676130716,0.9778324096837369,0.9889438302127896
6,0.0557770878428213,0.045672532001145516,0.9817075711487979,0.9858325462525696
7,0.04942002809512851,0.025375202203360345,0.9834298651332695,0.9920551141730096
8,0.04633824663525356,0.037843521308756116,0.9842910121255053,0.9883882437913217
9,0.04361220642017936,0.025963762560795526,0.9855966220814756,0.9918884382465692
10,0.03947644168617949,0.029409735565835014,0.9869577899079128,0.9908883826879271
11,0.03725576419020263,0.07683665229540423,0.9873189160659472,0.9752764042446803
12,0.03379050686572249,0.03637980893819937,0.9888884259066351,0.9890549474970832
13,0.032009910215266474,0.03292129661924959,0.9896245676903205,0.9907217067614867
14,0.031427190264645556,0.03917213496686452,0.9896801255607872,0.9881660092227346
15,0.030409424354351393,0.04048839024025277,0.9902079253302221,0.9889438302127896
16,0.028156421164974087,0.028047949351316777,0.9907912829701238,0.9932218456580921
17,0.026395057193890743,0.03597170025717609,0.9913885300776422,0.989888327129285
18,0.025362418044919025,0.02045787423792772,0.9913329722071753,0.9936107561531197
19,0.023832599102519725,0.030254736095733877,0.9923746822784283,0.9912772931829547
